222110

362, 203, 105
22, 175, 368
403, 433, 150
378, 261, 267
401, 53, 60
385, 149, 10
413, 455, 260
194, 374, 68
406, 457, 282, 284
311, 104, 47
199, 447, 346, 291
272, 146, 164, 461
173, 122, 113
153, 76, 314
36, 71, 2
183, 224, 129, 186
136, 181, 285
34, 170, 327, 340
39, 31, 56
435, 329, 304
388, 118, 248, 217
101, 42, 397
386, 95, 278, 229
112, 365, 391
308, 134, 83
429, 41, 363
249, 372, 353
169, 30, 283
323, 80, 274
254, 354, 241, 269
356, 383, 99, 243
206, 431, 209
449, 414, 65, 135
377, 333, 437
239, 398, 107
389, 392, 266, 198
348, 418, 242
313, 458, 427, 84
451, 302, 328
462, 443, 49, 395
258, 375, 117
334, 430, 408
184, 103, 72, 44
250, 115, 165
19, 114, 1
281, 394, 210
445, 448, 287, 232
78, 102, 280, 81
96, 190, 422, 358
187, 144, 138
316, 85, 359
191, 154, 320, 57
27, 347, 12
419, 166, 456
18, 428, 345
61, 436, 423
128, 330, 13
411, 79, 66
155, 223, 17, 376
212, 24, 75
182, 230, 381
156, 234, 214
275, 116, 326, 26
185, 14, 189
74, 218, 450
441, 390, 35, 268
174, 171, 119, 137
123, 255, 297, 387
29, 221, 211
109, 325, 215, 126
344, 331, 409, 227
163, 11, 120, 299
180, 88, 290, 253
338, 69, 341, 219
231, 295, 310, 167
9, 93, 222, 452
357, 111, 48
342, 131, 459, 220
143, 306, 204, 351
208, 142, 384
236, 63, 73
5, 361, 23
158, 179, 404, 240
352, 59, 298, 442
141, 162, 205
369, 446, 90
315, 317, 192
370, 246, 152, 432
148, 132, 417
159, 6, 444
98, 252, 177
301, 237, 127, 271
51, 188, 67
322, 45, 318
350, 309, 145, 58
400, 235, 226
355, 405, 257
32, 276, 279, 339
225, 292, 21, 336
380, 147, 454, 92
139, 251, 416
332, 264, 176
55, 238, 157, 335
438, 307, 97
37, 228, 393
40, 321, 172
464, 440, 16
38, 286, 439
15, 43, 196
371, 426, 168, 125
453, 382, 465
244, 121, 412
343, 106, 265, 77
296, 89, 273
197, 140, 366, 324
151, 256, 263
245, 207, 54
202, 247, 410
86, 360, 467
415, 52, 200, 434
399, 233, 407
425, 161, 259
46, 294, 195, 396
124, 100, 64, 424
7, 460, 312
337, 468, 25, 28
108, 277, 50
319, 216, 94
420, 293, 270
201, 110, 133
91, 160, 379, 33
367, 466, 463
193, 82, 303
421, 305, 300
87, 70, 62, 262
288, 8, 373
178, 364, 130, 402
20, 4, 349
3, 289, 213
