222110

314, 76, 153
416, 251, 139
109, 325, 215, 126
396, 195, 294, 46
357, 111, 48
107, 398, 239
47, 104, 311
197, 140, 366, 324
304, 329, 435
34, 170, 327, 340
442, 298, 59, 352
39, 31, 56
193, 82, 303
244, 121, 412
214, 234, 156
159, 6, 444
196, 43, 15
351, 204, 306, 143
148, 132, 417
128, 330, 13
199, 447, 346, 291
60, 53, 401
389, 392, 266, 198
229, 278, 95, 386
316, 85, 359
411, 79, 66
182, 230, 381
86, 360, 467
429, 41, 363
137, 119, 171, 174
209, 431, 206
373, 8, 288
151, 256, 263
243, 99, 383, 356
74, 218, 450
410, 247, 202
371, 426, 168, 125
101, 42, 397
84, 427, 458, 313
355, 405, 257
424, 64, 100, 124
337, 468, 25, 28
191, 154, 320, 57
438, 307, 97
123, 255, 297, 387
349, 4, 20
58, 145, 309, 350
225, 292, 21, 336
384, 142, 208
55, 238, 157, 335
217, 248, 118, 388
343, 106, 265, 77
367, 466, 463
117, 375, 258
406, 457, 282, 284
3, 289, 213
240, 404, 179, 158
434, 200, 52, 415
105, 203, 362
274, 80, 323
301, 237, 127, 271
220, 459, 131, 342
250, 115, 165
138, 144, 187
439, 286, 38
5, 361, 23
328, 302, 451
50, 277, 108
135, 65, 414, 449
344, 331, 409, 227
186, 129, 224, 183
299, 120, 11, 163
16, 440, 464
87, 70, 62, 262
420, 293, 270
419, 166, 456
461, 164, 146, 272
150, 433, 403
269, 241, 354, 254
172, 321, 40
348, 418, 242
67, 188, 51
136, 181, 285
98, 252, 177
231, 295, 310, 167
267, 261, 378
312, 460, 7
2, 71, 36
226, 235, 400
83, 134, 308
339, 279, 276, 32
91, 160, 379, 33
421, 305, 300
201, 110, 133
37, 228, 393
402, 130, 364, 178
141, 162, 205
194, 374, 68
334, 430, 408
345, 428, 18
380, 147, 454, 92
169, 30, 283
281, 394, 210
332, 264, 176
9, 93, 222, 452
399, 233, 407
19, 114, 1
211, 221, 29
338, 69, 341, 219
212, 24, 75
189, 14, 185
319, 216, 94
322, 45, 318
81, 280, 102, 78
192, 317, 315
368, 175, 22
26, 326, 116, 275
370, 246, 152, 432
377, 333, 437
441, 390, 35, 268
453, 382, 465
395, 49, 443, 462
445, 448, 287, 232
236, 63, 73
96, 190, 422, 358
296, 89, 273
260, 455, 413
353, 372, 249
27, 347, 12
385, 149, 10
173, 122, 113
155, 223, 17, 376
423, 436, 61
90, 446, 369
259, 161, 425
180, 88, 290, 253
391, 365, 112
54, 207, 245
44, 72, 103, 184
