147713

127, 263, 207, 304
231, 90, 152, 358
112, 51, 345, 64
4, 138, 229, 276
142, 145, 283, 136
84, 1, 306, 356
140, 236, 253, 173
181, 48, 192, 351
289, 101, 297, 364
255, 184, 221, 109
225, 219, 216, 70
314, 213, 131, 31
27, 286, 69, 183
265, 108, 189, 113
40, 279, 372, 14
8, 293, 135, 284
290, 352, 371, 240
241, 86, 130, 341
99, 6, 53, 348
149, 291, 176, 182
73, 344, 346, 254
121, 357, 60, 318
144, 75, 92, 335
333, 16, 151, 338
137, 234, 208, 316
2, 153, 10, 169
41, 3, 18, 129
77, 292, 83, 248
278, 209, 359, 42
272, 162, 165, 174
275, 317, 93, 211
20, 269, 295, 38
212, 150, 82, 285
89, 222, 347
210, 103, 15, 260
271, 296, 312, 332
110, 298, 119, 115
43, 230, 242, 39
370, 363, 327, 125
280, 340, 342, 35
118, 111, 107, 235
331, 198, 178, 250
322, 67, 56, 249
80, 246, 17, 23
97, 133, 287, 270
104, 196, 237, 11
98, 204, 355, 233
143, 274, 177, 220
58, 57, 201, 160
68, 128, 205, 307
362, 71, 141, 267
256, 197, 223, 330
46, 354, 288, 87
164, 146, 79, 179
170, 159, 102, 72
299, 55, 300, 76
12, 282, 61, 339
365, 315, 81, 49
154, 323, 191, 180
319, 158, 302, 44
26, 188, 120, 226
215, 247, 45, 172
194, 5, 320, 303
232, 88, 21, 193
19, 13, 277, 187
124, 94, 126, 243
30, 199, 294, 227
264, 161, 368, 166
9, 261, 258, 59
139, 185, 268, 62
47, 203, 329, 366
33, 244, 134, 336
66, 373, 328, 155
369, 52, 200, 50
105, 361, 239, 36
259, 186, 214, 28
32, 190, 305, 374
25, 281, 308, 326
334, 257, 117, 252
167, 217, 147, 122
85, 123, 34, 337
349, 63, 22, 157
321, 360, 163, 238
7, 262, 100, 37
310, 218, 353, 311
78, 29, 175, 148
228, 171, 65, 245
301, 375, 116, 343
95, 273, 195, 96
24, 367, 350, 325
206, 74, 106, 91
54, 132, 309, 168
114, 156, 251, 313
266, 202, 324, 224
