148756

159, 22, 349, 157
187, 277, 13, 95
9, 19, 228, 261
37, 16, 151, 338
290, 352, 371, 240
94, 126, 214, 186
12, 282, 297, 364
158, 302, 44, 40
129, 18, 221, 188
160, 168, 309, 132
89, 72, 222
260, 15, 103, 210
340, 76, 300, 55
334, 200, 50, 219
312, 332, 6, 53
101, 289, 52, 369
310, 218, 267, 141
337, 276, 308, 34
341, 86, 156, 251
347, 350, 367, 325
110, 298, 119, 115
280, 342, 35, 198
91, 106, 74, 206
108, 320, 5, 303
319, 266, 8, 293
31, 131, 213, 304
150, 82, 154, 314
112, 51, 345, 296
355, 172, 62, 204
41, 3, 88, 193
134, 292, 83, 248
164, 146, 79, 179
363, 136, 125, 327
104, 196, 237, 11
351, 192, 48, 181
2, 169, 284, 135
252, 257, 117, 155
66, 373, 370, 328
343, 116, 375, 301
225, 216, 70, 258
47, 203, 329, 366
85, 326, 25, 123
96, 245, 65, 171
166, 161, 368, 170
278, 42, 359, 80
124, 243, 238, 77
250, 178, 331, 264
223, 197, 140, 173
167, 217, 147, 122
253, 236, 98, 73
49, 81, 315, 365
294, 227, 30, 299
118, 111, 107, 235
144, 33, 244, 202
268, 45, 247, 215
199, 230, 242, 39
174, 165, 162, 272
113, 189, 194, 265
209, 201, 57, 58
362, 71, 59, 353
54, 207, 263, 127
281, 68, 177, 220
306, 1, 84, 148
273, 195, 339, 259
43, 184, 255, 109
283, 356, 145, 142
23, 226, 120, 26
249, 56, 67, 322
285, 212, 63, 102
321, 163, 360, 28
24, 180, 348, 99
21, 333, 232, 7
75, 336, 92, 335
14, 372, 279, 311
78, 29, 175, 130
87, 288, 354, 46
27, 286, 69, 183
139, 185, 32, 262
105, 361, 239, 36
246, 17, 256, 330
61, 313, 114, 241
344, 182, 346, 254
233, 176, 291, 149
205, 128, 274, 143
229, 307, 4, 138
275, 317, 93, 211
323, 64, 271, 191
270, 287, 133, 97
20, 269, 295, 38
137, 234, 10, 153
224, 324, 208, 316
358, 152, 90, 231
318, 60, 357, 121
100, 305, 190, 374
