147713

325, 350, 367, 24
20, 269, 295, 38
224, 324, 202, 266
166, 368, 161, 264
73, 344, 346, 254
85, 123, 34, 337
369, 52, 200, 50
206, 74, 106, 91
115, 119, 298, 110
290, 352, 371, 240
194, 5, 320, 303
259, 186, 214, 28
44, 302, 158, 319
326, 308, 281, 25
182, 176, 291, 149
299, 55, 300, 76
142, 145, 283, 136
84, 1, 306, 356
349, 63, 22, 157
98, 204, 355, 233
70, 216, 219, 225
148, 175, 29, 78
14, 372, 279, 40
122, 147, 217, 167
174, 165, 162, 272
124, 94, 126, 243
19, 13, 277, 187
31, 131, 213, 314
168, 309, 132, 54
183, 69, 286, 27
276, 229, 138, 4
212, 150, 82, 285
255, 184, 221, 109
180, 191, 323, 154
172, 45, 247, 215
41, 3, 18, 129
227, 294, 199, 30
232, 88, 21, 193
334, 257, 117, 252
35, 342, 340, 280
313, 251, 156, 114
125, 327, 363, 370
336, 134, 244, 33
238, 163, 360, 321
332, 312, 296, 271
335, 92, 75, 144
173, 253, 236, 140
333, 16, 151, 338
155, 328, 373, 66
210, 103, 15, 260
9, 261, 258, 59
7, 262, 100, 37
358, 152, 90, 231
256, 197, 223, 330
318, 60, 357, 121
97, 133, 287, 270
139, 185, 268, 62
113, 189, 108, 265
68, 128, 205, 307
248, 83, 292, 77
348, 53, 6, 99
304, 207, 263, 127
36, 239, 361, 105
347, 222, 89
374, 305, 190, 32
137, 234, 208, 316
179, 79, 146, 164
11, 237, 196, 104
331, 198, 178, 250
301, 375, 116, 343
112, 51, 345, 64
95, 273, 195, 96
181, 48, 192, 351
211, 93, 317, 275
72, 102, 159, 170
310, 218, 353, 311
39, 242, 230, 43
284, 135, 293, 8
289, 101, 297, 364
23, 17, 246, 80
118, 111, 107, 235
220, 177, 274, 143
2, 153, 10, 169
26, 188, 120, 226
12, 282, 61, 339
362, 71, 141, 267
228, 171, 65, 245
249, 56, 67, 322
87, 288, 354, 46
341, 130, 86, 241
47, 203, 329, 366
160, 201, 57, 58
49, 81, 315, 365
42, 359, 209, 278
