147713

155, 328, 373, 66
349, 63, 22, 157
41, 3, 18, 129
347, 222, 89
241, 86, 130, 341
154, 323, 191, 180
187, 277, 13, 19
339, 61, 282, 12
255, 184, 221, 109
139, 185, 268, 62
333, 16, 151, 338
8, 293, 135, 284
173, 253, 236, 140
322, 67, 56, 249
316, 208, 234, 137
50, 200, 52, 369
85, 123, 34, 337
38, 295, 269, 20
97, 133, 287, 270
335, 92, 75, 144
121, 357, 60, 318
331, 198, 178, 250
275, 317, 93, 211
136, 283, 145, 142
114, 156, 251, 313
164, 146, 79, 179
193, 21, 88, 232
240, 371, 352, 290
36, 239, 361, 105
72, 102, 159, 170
271, 296, 312, 332
231, 90, 152, 358
23, 17, 246, 80
235, 107, 111, 118
266, 202, 324, 224
307, 205, 128, 68
35, 342, 340, 280
289, 101, 297, 364
104, 196, 237, 11
314, 213, 131, 31
40, 279, 372, 14
70, 216, 219, 225
42, 359, 209, 278
174, 165, 162, 272
58, 57, 201, 160
233, 355, 204, 98
168, 309, 132, 54
49, 81, 315, 365
248, 83, 292, 77
149, 291, 176, 182
115, 119, 298, 110
252, 117, 257, 334
326, 308, 281, 25
43, 230, 242, 39
73, 344, 346, 254
91, 106, 74, 206
183, 69, 286, 27
143, 274, 177, 220
7, 262, 100, 37
87, 288, 354, 46
78, 29, 175, 148
99, 6, 53, 348
210, 103, 15, 260
226, 120, 188, 26
112, 51, 345, 64
267, 141, 71, 362
265, 108, 189, 113
76, 300, 55, 299
256, 197, 223, 330
264, 161, 368, 166
343, 116, 375, 301
285, 82, 150, 212
303, 320, 5, 194
124, 94, 126, 243
127, 263, 207, 304
28, 214, 186, 259
9, 261, 258, 59
47, 203, 329, 366
351, 192, 48, 181
325, 350, 367, 24
125, 327, 363, 370
172, 45, 247, 215
2, 153, 10, 169
238, 163, 360, 321
276, 229, 138, 4
167, 217, 147, 122
310, 218, 353, 311
96, 195, 273, 95
336, 134, 244, 33
84, 1, 306, 356
32, 190, 305, 374
44, 302, 158, 319
227, 294, 199, 30
228, 171, 65, 245
