42083

24, 93, 333, 338, 147, 143, 118
10, 46, 192, 165, 240, 184, 277, 182
304, 234, 297, 175, 33, 138, 214, 168
322, 319, 88, 128, 237, 204, 268, 248
122, 136, 257, 68, 289, 317, 203, 239
223, 288, 305, 342, 198, 176, 260, 339
107, 57, 226, 19, 281, 263, 111
307, 236, 85, 109, 97, 170, 303
219, 22, 300, 315, 80, 141, 233, 270
294, 90, 161, 269, 42, 83, 91, 179
21, 137, 163, 159, 3, 60, 34, 119, 154
153, 139, 36, 64, 207, 29, 120, 327
308, 70, 243, 278, 81, 14, 285
77, 195, 150, 231, 144, 149, 65, 39
1, 152, 124, 292, 230, 261, 9, 75
212, 201, 31, 262, 335, 79, 66, 343, 96
249, 87, 117, 126, 131, 180, 264, 84
11, 6, 253, 95, 23, 58, 167, 20
157, 78, 140, 183, 279, 116, 320, 106
275, 190, 229, 142, 209, 25, 61, 250, 213
266, 103, 274, 323, 328, 326, 186, 251
112, 16, 52, 148, 53, 48, 50, 74
130, 44, 8, 40, 32, 123, 43, 35
314, 193, 227, 311, 273, 334, 242, 258
341, 340, 172, 205, 202, 218, 331, 211
241, 238, 55, 110, 76, 337, 272
254, 235, 28, 56, 86, 105, 102, 125, 309
30, 301, 224, 72, 15, 246, 41, 185
299, 71, 252, 100, 17, 62, 92
200, 216, 174, 329, 298, 169, 146, 194
188, 7, 37, 156, 49, 51, 151, 59
256, 63, 310, 287, 232, 265, 129, 324, 336
217, 210, 276, 134, 318, 280, 177, 196
293, 245, 247, 244, 228, 181, 132, 158
330, 255, 173, 259, 221, 222, 271, 290
160, 225, 38, 282, 220, 189, 215, 284
133, 73, 47, 89, 13, 162, 69, 99, 54
312, 135, 94, 18, 101, 108, 164, 114
325, 115, 26, 171, 296, 104, 145, 12, 208
67, 113, 267, 121, 197, 332, 187
306, 155, 166, 286, 316, 321, 82, 302
45, 2, 5, 98, 4, 291, 313, 27
127, 283, 191, 199, 178, 295, 206
