42077

304, 234, 297, 175, 33, 138, 214, 168
196, 177, 280, 318, 134, 276, 210, 217
275, 190, 229, 142, 209, 25, 61, 250, 213
341, 340, 172, 205, 202, 218, 331, 211
153, 139, 36, 64, 207, 29, 120, 327
158, 132, 181, 228, 244, 247, 245, 293
188, 7, 37, 156, 49, 51, 151, 59
248, 268, 204, 237, 128, 88, 319, 322
96, 343, 66, 79, 335, 262, 31, 201, 212
106, 320, 116, 279, 183, 140, 78, 157
306, 155, 166, 286, 316, 321, 82, 302
312, 135, 94, 18, 101, 108, 164, 114
249, 87, 117, 126, 131, 180, 264, 84
290, 271, 222, 221, 259, 173, 255, 330
45, 2, 5, 98, 4, 291, 313, 27
182, 277, 184, 240, 165, 192, 46, 10
284, 215, 189, 220, 282, 38, 225, 160
179, 91, 83, 42, 269, 161, 90, 294
21, 137, 163, 159, 3, 60, 34, 119, 154
208, 12, 145, 104, 296, 171, 26, 115, 325
308, 70, 243, 278, 81, 14, 285
20, 167, 58, 23, 95, 253, 6, 11
24, 93, 333, 338, 147, 143, 118
251, 186, 326, 328, 323, 274, 103, 266
112, 16, 52, 148, 53, 48, 50, 74
77, 195, 150, 231, 144, 149, 65, 39
254, 235, 28, 56, 86, 105, 102, 125, 309
30, 301, 224, 72, 15, 246, 41, 185
130, 44, 8, 40, 32, 123, 43, 35
54, 99, 69, 162, 13, 89, 47, 73, 133
219, 22, 300, 315, 80, 141, 233, 270
258, 242, 334, 273, 311, 227, 193, 314
307, 236, 85, 109, 97, 170, 303
336, 324, 129, 265, 232, 287, 310, 63, 256
223, 288, 305, 342, 198, 176, 260, 339
194, 146, 169, 298, 216, 329, 174, 200
75, 9, 261, 230, 292, 124, 152, 1
92, 62, 17, 100, 252, 71, 299
178, 199, 127, 283, 191, 295, 206
67, 113, 267, 197, 121, 332, 187
239, 203, 317, 289, 68, 257, 136, 122
107, 57, 226, 19, 281, 263, 111
272, 337, 76, 110, 55, 238, 241
