27094

10, 13, 102, 40, 133, 207, 220, 126, 90, 30, 24, 151, 72, 44, 225, 67, 219, 66
168, 89, 231, 107, 227, 104, 198, 3, 161, 57, 5, 61, 213, 210, 228, 26, 84, 229
39, 77, 56, 194, 163, 4, 63, 176, 187, 226, 75, 17, 141, 209, 199, 71, 97, 175
169, 81, 110, 136, 92, 15, 142, 64, 98, 16, 216, 36, 76, 147, 159, 20, 120, 29
46, 212, 235, 186, 137, 78, 157, 181, 179, 82, 59, 189, 150, 50, 122, 14, 183, 192
129, 135, 87, 114, 162, 201, 205, 166, 217, 223, 33, 155, 218, 138, 22, 152, 214, 35
21, 164, 195, 27, 128, 234, 204, 124, 96, 34, 202, 88, 52, 149, 68, 145, 2, 130
224, 184, 148, 1, 203, 167, 83, 105, 143, 232, 178, 153, 116, 160, 11, 131, 74, 106
230, 23, 236, 54, 69, 197, 119, 140, 123, 103, 190, 144, 171, 6, 170, 91, 165, 185
7, 73, 95, 58, 112, 121, 221, 53, 45, 182, 206, 111, 31, 158, 86, 115, 93, 173
180, 80, 172, 191, 41, 188, 233, 117, 37, 94, 174, 79, 101, 113, 49, 222, 70, 62
28, 109
38, 9, 132, 47, 108, 100, 85, 25, 118, 215, 146, 48, 51, 196, 8, 65, 43, 177
211, 125, 156, 134, 32, 139, 208, 127, 12, 193, 60, 99, 154, 42, 55, 19, 18, 200
