118406

82, 98, 141
202, 79, 214
43, 154, 169
83, 71, 190
64, 127, 115
48, 7, 91
209, 72, 65
37, 165, 172
179, 170, 26
54, 151, 216
111, 119, 21
150, 159, 175
61, 52, 95
108, 62, 132
208, 1, 97
123, 194, 47
81, 204, 113
75, 66, 46
86, 197, 60
118, 174, 104
121, 135, 90
49, 24, 55
36, 74, 205
198, 59, 168
191, 4, 180
203, 8, 215
31, 153, 217
177, 117, 77
57, 41, 20
40, 15, 22
133, 161, 2
146, 173, 30
207, 201, 210
88, 76, 116
44, 42, 63
73, 184, 17
69, 136, 38
213, 19, 187
3, 112, 93
25, 102, 53
183, 138, 131
122, 27, 149
196, 10, 120
101, 163, 142
155, 181, 178
166, 185
50, 143, 103
147, 85, 162
45, 129, 158
39, 32, 188
140, 206, 6
106, 35, 67
212, 148, 144
100, 28, 195
218, 56, 18
78, 99, 13
34, 130, 92
200, 33, 23
211, 89, 134
186, 145, 126
189, 139, 125
152, 96, 128
176, 5, 9
87, 164, 51
29, 11, 14
109, 84, 160
171, 58, 156
193, 124, 157
110, 107, 192
94, 68, 105
80, 182, 199
16, 114, 167
12, 70, 137
