117595

209, 15, 22
150, 40, 38
48, 7, 91
4, 191, 180
146, 173, 30
76, 36, 205
87, 115, 164
81, 204, 113
35, 140, 60
154, 118, 104
2, 65, 72
148, 200, 144
25, 102, 57
108, 62, 132
216, 103, 50
37, 175, 159
176, 5, 9
70, 20, 41
127, 64, 51
185, 166
59, 92, 168
202, 79, 214
88, 116, 83
66, 160, 84
27, 122, 26
217, 31, 152
134, 89, 211
90, 135, 121
18, 78, 99
114, 46, 75
106, 197, 86
215, 8, 119
172, 165, 153
187, 42, 63
28, 100, 126
74, 137, 12
196, 120, 194
212, 69, 136
207, 201, 210
43, 169, 161
47, 123, 170
67, 206, 6
156, 58, 171
130, 133, 34
184, 19, 213
195, 199, 182
21, 44, 203
149, 77, 177
193, 124, 157
101, 163, 142
93, 112, 3
192, 167, 16
183, 138, 131
139, 179, 189
198, 158, 129
61, 52, 95
174, 73, 17
162, 85, 147
155, 181, 125
143, 68, 105
178, 190, 71
80, 14, 11
56, 218, 13
109, 107, 110
39, 32, 188
55, 54, 151
111, 45, 10
23, 29, 33
141, 98, 82
24, 49, 117
208, 1, 97
53, 96, 128
94, 186, 145
