118406

30, 173, 146
177, 117, 77
160, 84, 109
90, 135, 121
166, 185
65, 72, 209
53, 102, 25
26, 170, 179
3, 112, 93
100, 28, 195
6, 206, 140
213, 19, 187
83, 71, 190
36, 74, 205
200, 33, 23
189, 139, 125
2, 161, 133
49, 24, 55
192, 107, 110
54, 151, 216
147, 85, 162
126, 145, 186
9, 5, 176
113, 204, 81
183, 138, 131
16, 114, 167
188, 32, 39
78, 99, 13
120, 10, 196
132, 62, 108
158, 129, 45
123, 194, 47
18, 56, 218
217, 153, 31
141, 98, 82
202, 79, 214
157, 124, 193
95, 52, 61
106, 35, 67
156, 58, 171
180, 4, 191
22, 15, 40
134, 89, 211
199, 182, 80
43, 154, 169
91, 7, 48
203, 8, 215
37, 165, 172
128, 96, 152
210, 201, 207
92, 130, 34
105, 68, 94
212, 148, 144
137, 70, 12
103, 143, 50
150, 159, 175
44, 42, 63
142, 163, 101
73, 184, 17
57, 41, 20
46, 66, 75
38, 136, 69
88, 76, 116
155, 181, 178
87, 164, 51
14, 11, 29
208, 1, 97
21, 119, 111
168, 59, 198
122, 27, 149
60, 197, 86
64, 127, 115
118, 174, 104
