118384

171, 58, 156
111, 119, 21
39, 32, 188
160, 84, 109
133, 161, 2
18, 56, 218
155, 181, 178
150, 159, 175
158, 129, 45
110, 107, 192
191, 4, 180
103, 143, 216
26, 170, 179
185, 166
87, 164, 51
121, 135, 90
53, 102, 25
147, 85, 162
78, 99, 13
205, 74, 36
187, 213, 184
34, 130, 92
142, 50, 151
16, 114, 167
144, 148, 212
20, 41, 57
104, 118, 23
77, 117, 177
210, 201, 207
123, 194, 47
174, 73, 17
29, 33, 200
134, 89, 211
30, 173, 146
43, 154, 169
64, 127, 115
61, 52, 95
93, 112, 3
100, 28, 182
106, 35, 67
132, 62, 108
75, 66, 46
189, 139, 125
128, 96, 152
65, 72, 209
80, 14, 11
198, 59, 168
126, 145, 186
215, 8, 203
202, 79, 214
83, 71, 190
91, 7, 48
82, 98, 141
37, 165, 172
55, 24, 49
195, 199, 19
217, 153, 31
86, 197, 60
176, 5, 9
97, 1, 208
22, 15, 40
120, 10, 196
105, 68, 94
183, 138, 131
38, 136, 69
12, 70, 137
101, 163, 54
149, 27, 122
6, 206, 140
116, 76, 88
63, 42, 44
113, 204, 81
193, 124, 157
