118384

67, 35, 106
48, 7, 91
210, 201, 207
44, 42, 63
69, 136, 38
103, 143, 216
217, 153, 31
94, 68, 105
125, 139, 189
211, 89, 134
22, 15, 40
55, 24, 49
2, 161, 133
123, 194, 47
121, 135, 90
200, 33, 29
183, 138, 131
192, 107, 110
185, 166
177, 117, 77
65, 72, 209
162, 85, 147
53, 102, 25
186, 145, 126
64, 127, 115
150, 159, 175
202, 79, 214
180, 4, 191
203, 8, 215
144, 148, 212
51, 164, 87
188, 32, 39
26, 170, 179
75, 66, 46
178, 181, 155
20, 41, 57
11, 14, 80
100, 28, 182
151, 50, 142
113, 204, 81
17, 73, 174
104, 118, 23
95, 52, 61
172, 165, 37
132, 62, 108
169, 154, 43
82, 98, 141
196, 10, 120
97, 1, 208
34, 130, 92
36, 74, 205
9, 5, 176
109, 84, 160
30, 173, 146
122, 27, 149
93, 112, 3
18, 56, 218
157, 124, 193
83, 71, 190
101, 163, 54
19, 199, 195
156, 58, 171
12, 70, 137
111, 119, 21
6, 206, 140
184, 213, 187
198, 59, 168
158, 129, 45
13, 99, 78
60, 197, 86
167, 114, 16
116, 76, 88
152, 96, 128
