117595

38, 40, 150
56, 218, 13
41, 20, 70
143, 68, 105
80, 14, 11
12, 137, 74
151, 54, 55
75, 46, 114
161, 169, 43
51, 64, 127
60, 140, 35
164, 115, 87
104, 118, 154
24, 49, 117
180, 191, 4
153, 165, 172
176, 5, 9
23, 29, 33
63, 42, 187
144, 200, 148
195, 199, 182
67, 206, 6
2, 65, 72
16, 167, 192
94, 186, 145
119, 8, 215
149, 77, 177
146, 173, 30
81, 204, 113
108, 62, 132
26, 122, 27
142, 163, 101
66, 160, 84
141, 98, 82
25, 102, 57
17, 73, 174
168, 92, 59
91, 7, 48
208, 1, 97
217, 31, 152
136, 69, 212
193, 124, 157
209, 15, 22
185, 166
170, 123, 47
162, 85, 147
90, 135, 121
196, 120, 194
130, 133, 34
156, 58, 171
76, 36, 205
86, 197, 106
50, 103, 216
53, 96, 128
131, 138, 183
71, 190, 178
134, 89, 211
207, 201, 210
3, 112, 93
188, 32, 39
184, 19, 213
21, 44, 203
18, 78, 99
126, 100, 28
95, 52, 61
111, 45, 10
159, 175, 37
189, 179, 139
198, 158, 129
202, 79, 214
109, 107, 110
83, 116, 88
125, 181, 155
