118409

9, 5, 176
175, 159, 150
108, 62, 132
217, 153, 31
100, 28, 195
155, 181, 178
109, 84, 160
21, 119, 111
47, 194, 123
18, 56, 218
95, 52, 61
192, 107, 110
152, 96, 128
196, 10, 120
200, 33, 29
166, 185
73, 184, 17
183, 138, 131
205, 74, 36
211, 89, 134
202, 79, 214
77, 117, 177
125, 139, 189
215, 8, 203
48, 7, 91
69, 136, 38
133, 161, 2
3, 112, 93
51, 164, 87
186, 145, 126
142, 163, 101
50, 143, 103
198, 59, 168
49, 24, 55
92, 130, 34
179, 170, 26
210, 201, 207
121, 135, 90
187, 19, 213
16, 114, 167
78, 99, 13
158, 129, 45
67, 35, 106
122, 27, 149
169, 154, 43
6, 206, 140
94, 68, 105
209, 72, 65
97, 1, 208
64, 127, 115
20, 41, 57
80, 14, 23
12, 70, 137
156, 58, 171
40, 15, 22
104, 174, 118
75, 66, 46
144, 148, 212
180, 4, 191
157, 124, 193
162, 85, 147
11, 182, 199
146, 173, 30
54, 151, 216
39, 32, 188
113, 204, 81
190, 71, 83
82, 98, 141
53, 102, 25
172, 165, 37
44, 42, 63
116, 76, 88
86, 197, 60
