118384

3, 112, 93
189, 139, 125
92, 130, 34
218, 56, 18
108, 62, 132
162, 85, 147
158, 129, 45
6, 206, 140
179, 170, 26
21, 119, 111
95, 52, 61
178, 181, 155
25, 102, 53
217, 153, 31
36, 74, 205
103, 143, 216
54, 163, 101
44, 42, 63
200, 33, 29
203, 8, 215
17, 73, 174
208, 1, 97
182, 28, 100
184, 213, 187
150, 159, 175
88, 76, 116
67, 35, 106
113, 204, 81
9, 5, 176
37, 165, 172
188, 32, 39
198, 59, 168
134, 89, 211
51, 164, 87
157, 124, 193
137, 70, 12
185, 166
105, 68, 94
30, 173, 146
19, 199, 195
115, 127, 64
186, 145, 126
48, 7, 91
40, 15, 22
20, 41, 57
180, 4, 191
177, 117, 77
209, 72, 65
171, 58, 156
214, 79, 202
149, 27, 122
128, 96, 152
192, 107, 110
144, 148, 212
23, 118, 104
90, 135, 121
160, 84, 109
86, 197, 60
131, 138, 183
151, 50, 142
120, 10, 196
16, 114, 167
210, 201, 207
38, 136, 69
2, 161, 133
55, 24, 49
169, 154, 43
80, 14, 11
78, 99, 13
46, 66, 75
47, 194, 123
82, 98, 141
83, 71, 190
