118384

146, 173, 30
82, 98, 141
53, 102, 25
44, 42, 63
200, 33, 29
121, 135, 90
95, 52, 61
103, 143, 216
115, 127, 64
131, 138, 183
55, 24, 49
48, 7, 91
86, 197, 60
184, 213, 187
75, 66, 46
18, 56, 218
160, 84, 109
142, 50, 151
125, 139, 189
128, 96, 152
180, 4, 191
39, 32, 188
11, 14, 80
26, 170, 179
198, 59, 168
104, 118, 23
196, 10, 120
208, 1, 97
2, 161, 133
140, 206, 6
186, 145, 126
172, 165, 37
209, 72, 65
94, 68, 105
123, 194, 47
215, 8, 203
38, 136, 69
169, 154, 43
167, 114, 16
175, 159, 150
108, 62, 132
166, 185
217, 153, 31
193, 124, 157
51, 164, 87
195, 199, 19
134, 89, 211
182, 28, 100
147, 85, 162
92, 130, 34
214, 79, 202
21, 119, 111
83, 71, 190
178, 181, 155
149, 27, 122
12, 70, 137
78, 99, 13
81, 204, 113
77, 117, 177
176, 5, 9
93, 112, 3
110, 107, 192
174, 73, 17
156, 58, 171
36, 74, 205
144, 148, 212
207, 201, 210
106, 35, 67
20, 41, 57
116, 76, 88
54, 163, 101
158, 129, 45
40, 15, 22
