118384

36, 74, 205
61, 52, 95
168, 59, 198
149, 27, 122
44, 42, 63
175, 159, 150
40, 15, 22
38, 136, 69
16, 114, 167
65, 72, 209
81, 204, 113
26, 170, 179
53, 102, 25
91, 7, 48
186, 145, 126
54, 163, 101
214, 79, 202
60, 197, 86
94, 68, 105
116, 76, 88
46, 66, 75
21, 119, 111
3, 112, 93
193, 124, 157
108, 62, 132
172, 165, 37
189, 139, 125
29, 33, 200
141, 98, 82
67, 35, 106
77, 117, 177
87, 164, 51
158, 129, 45
218, 56, 18
83, 71, 190
49, 24, 55
211, 89, 134
92, 130, 34
174, 73, 17
155, 181, 178
171, 58, 156
187, 213, 184
80, 14, 11
166, 185
183, 138, 131
9, 5, 176
208, 1, 97
64, 127, 115
43, 154, 169
12, 70, 137
2, 161, 133
162, 85, 147
144, 148, 212
20, 41, 57
6, 206, 140
128, 96, 152
100, 28, 182
78, 99, 13
146, 173, 30
210, 201, 207
151, 50, 142
31, 153, 217
192, 107, 110
180, 4, 191
195, 199, 19
121, 135, 90
123, 194, 47
160, 84, 109
39, 32, 188
196, 10, 120
23, 118, 104
216, 143, 103
215, 8, 203
