16878

148, 13, 63, 64, 141, 43, 24, 156, 150, 8, 149, 71
15, 147, 118, 20, 68, 36, 103, 93, 99, 69, 122, 38
101, 27, 44, 124, 130, 104, 127, 145, 46, 19, 116, 37
72, 48, 33, 84, 79, 74, 30, 22, 155, 25, 138, 34
17, 4, 35, 6, 115, 55, 95, 105, 152, 67, 56, 61
23, 31, 140, 85, 144, 53, 123, 98, 154, 50, 133, 131
41, 110, 54, 121, 21, 135, 73, 106, 3, 42, 32, 143
88, 47, 57, 5, 153, 76, 136, 112, 89, 81, 119, 2
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
92, 137, 7, 28, 66, 94, 86, 132, 111, 102, 96, 59
12, 60, 109, 114, 29, 58, 39, 10, 134, 52, 107, 18
75, 16, 65, 87, 97, 62, 142, 128, 26, 120, 14, 49
151, 113, 82, 11, 77, 45, 83, 90, 51, 100, 91, 129
