16882

15, 147, 118, 20, 68, 36, 103, 93, 99, 69, 122, 38
71, 149, 8, 150, 156, 24, 43, 141, 64, 63, 13, 148
47, 5, 153, 76, 136, 112, 89, 81, 119, 2, 57, 88
37, 116, 19, 46, 145, 127, 104, 130, 124, 44, 27, 101
23, 31, 140, 85, 144, 53, 123, 98, 154, 50, 133, 131
61, 56, 152, 105, 95, 55, 115, 6, 35, 4, 67, 17
143, 32, 42, 3, 106, 73, 135, 21, 121, 54, 110, 41
75, 16, 65, 87, 97, 62, 142, 128, 26, 120, 14, 49
92, 137, 7, 28, 66, 94, 86, 132, 111, 102, 96, 59
129, 91, 100, 51, 90, 83, 45, 77, 11, 82, 113, 151
34, 79, 74, 138, 25, 155, 22, 30, 84, 33, 48, 72
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
12, 60, 109, 114, 29, 58, 39, 10, 134, 52, 107, 18
