16876

72, 48, 33, 84, 79, 74, 30, 22, 155, 25, 138, 34
71, 149, 8, 150, 156, 24, 43, 141, 64, 63, 13, 148
61, 56, 152, 105, 95, 55, 115, 6, 35, 4, 67, 17
88, 57, 2, 119, 81, 89, 112, 136, 76, 153, 5, 47
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
38, 122, 69, 99, 93, 103, 36, 68, 20, 118, 147, 15
18, 107, 52, 134, 10, 39, 58, 29, 114, 109, 60, 12
37, 116, 19, 46, 145, 127, 104, 130, 124, 44, 27, 101
129, 91, 100, 51, 90, 83, 45, 77, 11, 82, 113, 151
59, 96, 102, 111, 132, 86, 94, 66, 28, 7, 137, 92
41, 110, 54, 121, 21, 135, 73, 106, 3, 42, 32, 143
49, 14, 120, 26, 128, 142, 62, 97, 87, 65, 16, 75
23, 31, 140, 85, 144, 53, 123, 98, 154, 50, 133, 131
