16893

129, 91, 100, 51, 90, 83, 45, 77, 11, 82, 113, 151
18, 107, 52, 134, 10, 39, 58, 29, 114, 109, 60, 12
75, 16, 65, 87, 97, 62, 142, 128, 26, 120, 14, 49
59, 96, 102, 132, 111, 86, 94, 66, 28, 7, 137, 92
131, 133, 50, 154, 98, 123, 53, 144, 85, 140, 31, 23
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
88, 47, 57, 5, 153, 76, 136, 112, 89, 81, 119, 2
101, 27, 44, 124, 130, 104, 127, 145, 46, 19, 116, 37
122, 15, 147, 118, 20, 68, 36, 103, 93, 99, 69, 38
72, 48, 33, 84, 79, 74, 30, 22, 155, 25, 138, 34
61, 56, 152, 105, 95, 55, 115, 6, 35, 4, 67, 17
148, 13, 63, 64, 141, 43, 24, 156, 150, 8, 149, 71
143, 32, 42, 3, 106, 73, 135, 21, 121, 54, 110, 41
