78362

145, 244, 11, 301, 292, 38
171, 103, 82, 247, 147, 47
76, 51, 256, 309, 80, 197
16, 126, 34, 295, 122, 54
55, 152, 99, 50, 228, 120
250, 230, 166, 101, 216, 185
52, 67, 293, 27, 37, 204
310, 189, 77, 113, 139, 203
33, 272, 156, 210, 212, 10
141, 315, 307, 45, 206, 165
187, 281, 132, 4, 286, 275
117, 205, 89, 224, 84, 153
19, 7, 43, 233, 217, 313
240, 60, 215, 237, 30, 199
194, 259, 268, 200, 253, 63
115, 174, 100, 121, 116, 267
64, 184, 69, 35, 114, 106
98, 173, 219, 131, 1, 150
213, 128, 279, 119, 308, 175
148, 72, 291, 186, 136, 146
41, 3, 276, 24, 118, 303
9, 306, 23, 144, 282, 75
36, 294, 46, 263, 124, 287
154, 220, 12, 157, 273, 192
133, 81, 134, 112, 298, 44
246, 243, 49, 178, 193, 223
269, 22, 254, 283, 25, 170
241, 135, 280, 95, 271, 20
252, 305, 245, 258, 39, 73
195, 214, 58, 137, 177, 270
32, 183, 278, 226, 296, 180
167, 26, 196, 138, 207, 13
211, 161, 83, 229, 8, 17
201, 53, 109, 5, 221, 290
191, 172, 28, 91, 163, 140
238, 300, 74, 90, 110, 18
40, 257, 260, 316, 130, 125
48, 266, 59, 56, 239, 234
209, 142, 104, 227, 88, 188
96, 208, 225, 65, 251, 284
94, 264, 151, 92, 289, 108
127, 2, 265, 181, 312, 202
277, 288, 255, 6, 274, 129
93, 102, 164, 262, 61, 105
107, 190, 86, 304, 66, 97
299, 70, 218, 62, 160, 285
231, 242, 249, 158, 297, 57
169, 168, 31, 87
248, 111, 222, 261, 68, 232
143, 302, 182, 149, 123, 235
314, 15, 155, 42, 85, 78
14, 198, 71, 311, 162, 21
159, 29, 176, 179, 79, 236
