78362

97, 66, 304, 86, 190, 107
47, 147, 247, 82, 103, 171
9, 306, 23, 144, 282, 75
127, 2, 265, 181, 312, 202
98, 173, 219, 131, 1, 150
204, 37, 27, 293, 67, 52
232, 68, 261, 222, 111, 248
140, 163, 91, 28, 172, 191
73, 39, 258, 245, 305, 252
143, 302, 182, 149, 123, 235
287, 124, 263, 46, 294, 36
44, 298, 112, 134, 81, 133
303, 118, 24, 276, 3, 41
146, 136, 186, 291, 72, 148
96, 208, 225, 65, 251, 284
159, 29, 176, 179, 79, 236
33, 272, 156, 210, 212, 10
16, 126, 34, 295, 122, 54
223, 193, 178, 49, 243, 246
64, 184, 69, 35, 114, 106
213, 128, 279, 119, 308, 175
108, 289, 92, 151, 264, 94
13, 207, 138, 196, 26, 167
153, 84, 224, 89, 205, 117
48, 266, 59, 56, 239, 234
154, 220, 12, 157, 273, 192
115, 174, 100, 121, 116, 267
270, 177, 137, 58, 214, 195
17, 8, 229, 83, 161, 211
129, 274, 6, 255, 288, 277
120, 228, 50, 99, 152, 55
20, 271, 95, 280, 135, 241
180, 296, 226, 278, 183, 32
21, 162, 311, 71, 198, 14
57, 297, 158, 249, 242, 231
93, 102, 164, 262, 61, 105
169, 168, 31, 87
194, 259, 268, 200, 253, 63
250, 230, 166, 101, 216, 185
125, 130, 316, 260, 257, 40
209, 142, 104, 227, 88, 188
269, 22, 254, 283, 25, 170
314, 15, 155, 42, 85, 78
310, 189, 77, 113, 139, 203
285, 160, 62, 218, 70, 299
240, 60, 215, 237, 30, 199
290, 221, 5, 109, 53, 201
275, 286, 4, 132, 281, 187
19, 7, 43, 233, 217, 313
145, 244, 11, 301, 292, 38
18, 110, 90, 74, 300, 238
197, 80, 309, 256, 51, 76
165, 206, 45, 307, 315, 141
