78355

199, 30, 237, 215, 60, 240
299, 70, 218, 62, 160, 285
90, 84, 280, 95, 271, 20
165, 206, 45, 307, 315, 141
19, 7, 43, 233, 217, 313
250, 230, 166, 101, 216, 185
73, 39, 245, 258, 305, 252
140, 163, 91, 28, 172, 191
188, 88, 227, 104, 142, 209
223, 193, 178, 49, 243, 246
125, 130, 316, 260, 257, 40
63, 253, 200, 268, 259, 194
127, 265, 181, 2, 312, 202
211, 161, 83, 229, 8, 17
52, 67, 293, 27, 37, 204
167, 26, 196, 138, 207, 13
96, 208, 225, 65, 251, 284
47, 147, 247, 82, 213, 171
195, 58, 214, 137, 177, 270
105, 61, 262, 164, 102, 93
232, 68, 261, 222, 111, 248
55, 152, 50, 99, 228, 120
133, 81, 134, 112, 298, 44
107, 190, 86, 304, 66, 97
269, 22, 254, 283, 25, 170
169, 168, 31, 87
314, 15, 155, 42, 85, 78
98, 173, 219, 131, 1, 150
14, 198, 71, 311, 162, 21
197, 80, 309, 256, 51, 76
118, 24, 41, 3, 276, 303
290, 221, 5, 109, 53, 201
235, 123, 149, 182, 302, 143
75, 282, 144, 23, 306, 9
33, 272, 156, 210, 212, 10
106, 114, 35, 69, 184, 64
38, 292, 301, 11, 244, 145
36, 294, 46, 263, 124, 287
180, 296, 226, 278, 183, 32
187, 281, 132, 4, 286, 275
103, 128, 279, 119, 308, 175
231, 242, 249, 158, 297, 57
310, 189, 77, 113, 139, 203
146, 136, 186, 291, 72, 148
238, 153, 224, 89, 205, 117
94, 264, 151, 92, 289, 108
115, 174, 100, 121, 116, 267
300, 74, 110, 135, 241, 18
154, 220, 12, 157, 273, 192
159, 29, 176, 179, 79, 236
277, 288, 255, 6, 274, 129
54, 122, 295, 34, 126, 16
234, 239, 56, 59, 266, 48
